0,0011972888743774592
0,0011598872327142878
0,0011257292751278686
0,0010946169797663836
0,0010663618114147154
0,0010407843505352713
0,0010177139344896224
0,000996988310597924
0,0009784533007014546
0,000961962476901911
0,0009473768481591031
0,0009345645574366433
0,0009234005890928738
0,0009137664862218708
0,0009055500776567215
0,0008986452143545026
0,0008929515148894195
0,0008883741197875056
0,000884823454443001
0,0008822150003631419
0,0008804690744945366
0,0008795106163906224
0,0008792689829858515
0,0008796777507482941
0,0008806745249882239
0,0008822007561060279
0,0008842015625683954
0,0008866255604072508
0,0008894246990412693
0,0008925541032250646
0,0008959719209362731
0,0008996391770157663
0,0009035196323811507
0,0009075796486384477
0,0009117880579215835
0,0009161160377938401
0,0009205369910499027
0,0009250264302614898
0,0009295618669138051
0,0009341227049842138
0,0009386901388185857
0,0009432470551647401
0,0009477779392262597
0,000952268784603746
0,0009567070069942551
0,0009610813615232724
0,0009653818635870654
0,0009695997130867253
0,000973727221938504
0,0009777577447483623
0,000981685612541799
0,0009855060694431595
0,0009892152122016361
0,0009928099324641461
0,0009962878616981547
0,0009996473186703124
0,0010028872593895453
0,001006007229425883
0,001009007318518951
0,0010118881173925716
0,0010146506766944186
0,0010172964679820739
0,0010198273466792173
0,0010222455169279353
0,0010245534982654323
0,0010267540940555552
0,0010288503616077112
0,0010308455839178055
0,0010327432429678542
0,001034546994522903
0,0010362606443657793
0,0010378881259120885
0,0010394334791496741
0,0010409008308485328
0,0010422943759889015
0,0010436183603569115
0,001044877064258818
0,0010460747873064539
0,001047215834228031
0,001048304501659985
0,0010493450658769865
0,001050341771418678
0,001051298820573075
0,0010522203636779384
0,0010531104902027101
0,0010539732205749031
0,0010548124987160572
0,0010556321852535967
0,0010564360513760857
0,0010572277733005215
0,0010580109273214025
0,0010587889854124179
0,0010595653113525936
0,0010603431573498107
0,0010611256611355385
0,0010619158435056317
0,0010627166062829414
0,0010635307306783937
0,0010643608760281
0,0010652095788848549
0,0010660792524432696
0,0010669721862785293
0,0010678905463796019
0,0010688363754584168
0,0010698115935173105
0,0010708179986577237
0,0010718572681138348
0,001072930959495462
0,0010740405122252362
0,0010751872491556467
0,0010763723783521989
0,0010775969950294762
0,0010788620836274987
0,001080168520016301
0,0010815170738171884
0,0010829084108296598
0,001084343095553461
0,001085821593795744
0,0010873442753537431
0,001088911416763864
0,0010905232041084852
0,0010921797358722214
0,0010938810258397866
0,001095627006028006
0,0010974175296448818
0,0010992523740690088
0,0011011312438429831
0,0011030537736747862
0,001105019531441447
0,0011070280211896292
0,0011090786861280744
0,001111170911607137
0,0011133040280809242
0,001115477314047843
0,00111768999896561
0,0011199412661370292
0,001122230255563104
0,0011245560667602647
0,0011269177615387403
0,0011293143667393023
0,0011317448769258254
0,0011342082570313147
0,0011367034449552282
0,0011392293541101289
0,0011417848759158473
0,001144368882239539
0,0011469802277801553
0,0011496177523960276
0,0011522802833743822
0,001154966637641772
0,0011576756239145471
0,0011604060447885853
0,001163156698767668
0,0011659263822299802
0,0011687138913323237
0,0011715180238517655
0,0011743375809645084
0,0011771713689618982
0,0011800182009035632
0,001182876898207765
0,00118574629217912
0,001188625225473949
0,001191512553503562
0,0011944071457758692
0,0011973078871757657
0,001200213679184817
0,001203123441040813
0,001206036110837811
0,0012089506465673575
0,0012118660271016257
0,0012147812531192097
0,001217695347974429
0,001220607358510965
0,0012235163558207381
0,0012264214359489368
0,0012293217205461531
0,0012322163574686117
0,0012351045213274837
0,0012379854139883315
0,0012408582650217188
0,0012437223321060625
0,001246576901383804
0,0012494212877720093
0,001252254835228498
0,0012550769169746292
0,0012578869356758681
0,0012606843235812906
0,001263468542623136
0,0012662390844775959
0,0012689954705879512
0,0012717372521512404
0,001274464010069584
0,001277175354867339
0,0012798709265752085
0,0012825503945824673
0,0012852134574584302
0,0012878598427442998
0,0012904893067165228
0,0012931016341227656
0,0012956966378916183
0,0012982741588171295
0,00130083406521927
0,0013033762525813707
0,0013059006431656417
0,0013084071856077988
0,001310895854491838
0,0013133666499059976
0,0013158195969809113
0,0013182547454109476
0,0013206721689597214
0,0013230719649507438
0,0013254542537441529
0,001327819178200478
0,0013301669031323283
0,0013324976147449255
0,0013348115200663582
0,0013371088463684194
0,0013393898405788755
0,001341654768686
0,001343903915136179
0,0013461375822253852
0,0013483560894852848
0,0013505597730647564
0,0013527489851075253
0,0013549240931266646
0,001357085479376645
0,0013592335402236215
0,001361368685514613
0,001363491337946227
0,0013656019324335546
0,001367700915479838
0,0013697887445474973
0,0013718658874310992
0,0013739328216328017
0,0013759900337408267
0,0013780380188114592
0,0013800772797550867
0,00138210832672674
0,0013841316765216185
0,001386147851976027
0,0013881573813741607
0,0013901607978611433
0,0013921586388627191
0,0013941514455119636
0,0013961397620833825
0,0013981241354347389
0,001400105114456932
0,0014020832495322464
0,0014040590920012604
0,0014060331936387005
0,0014080061061384922
0,0014099783806082818
0,0014119505670736395
0,001413923213992178
0,0014158968677777909
0,0014178720723351998
0,0014198493686049935
0,0014218292941193186
0,0014238123825683865
0,0014257991633779077
0,0014277901612976217
0,001429785896000994
0,0014317868816962136
0,0014337936267485602
0,001435806633314236
0,0014378263969857144
0,0014398534064486712
0,001441888143150544
0,0014439310809807439
0,0014459826859625582
0,0014480434159567497
0,001450113720376858
0,0014521940399162023
0,0014542848062865663
